Date;Close-TSLA
2024-08-05 00.00.00;200
2024-08-12 00.00.00;216,1199951
2024-08-19 00.00.00;220,3200073
2024-08-26 00.00.00;214,1100006
2024-09-02 00.00.00;210,7299957
2024-09-09 00.00.00;230,2899933
2024-09-16 00.00.00;238,25
2024-09-23 00.00.00;260,4599915
2024-09-30 00.00.00;250,0800018
2024-10-07 00.00.00;217,8000031
2024-10-14 00.00.00;220,6999969
2024-10-21 00.00.00;269,1900024
2024-10-28 00.00.00;248,9799957
2024-11-04 00.00.00;321,2200012
2024-11-11 00.00.00;320,7200012
2024-11-18 00.00.00;352,5599976
2024-11-25 00.00.00;345,1600037
2024-12-02 00.00.00;389,2200012
2024-12-09 00.00.00;436,230011
2024-12-16 00.00.00;421,0599976
2024-12-23 00.00.00;431,6600037
2024-12-30 00.00.00;410,4400024
2025-01-06 00.00.00;394,7399902
2025-01-13 00.00.00;426,5
2025-01-20 00.00.00;406,5799866
2025-01-27 00.00.00;404,6000061
2025-02-03 00.00.00;361,6199951
2025-02-10 00.00.00;355,8399963
2025-02-17 00.00.00;337,7999878
2025-02-24 00.00.00;292,980011
2025-03-03 00.00.00;262,6700134
2025-03-10 00.00.00;249,9799957
2025-03-17 00.00.00;248,7100067
2025-03-24 00.00.00;263,5499878
2025-03-31 00.00.00;239,4299927
2025-04-07 00.00.00;252,3099976
2025-04-14 00.00.00;241,3699951
2025-04-21 00.00.00;284,9500122
2025-04-28 00.00.00;287,2099915
2025-05-05 00.00.00;298,2600098
2025-05-12 00.00.00;349,980011
2025-05-19 00.00.00;339,3399963
2025-05-26 00.00.00;346,4599915
2025-06-02 00.00.00;295,1400146
2025-06-09 00.00.00;325,3099976
2025-06-16 00.00.00;322,1600037
2025-06-23 00.00.00;323,6300049
2025-06-30 00.00.00;315,3500061
2025-07-07 00.00.00;313,5100098
2025-07-14 00.00.00;329,6499939
2025-07-21 00.00.00;316,0599976
2025-07-28 00.00.00;302,6300049
2025-08-04 00.00.00;329,6499939
2025-08-11 00.00.00;330,5599976
2025-08-18 00.00.00;340,0100098
2025-08-25 00.00.00;333,8699951
