Price;Close;High;Low;Open;Volume
Ticker;TSLA;TSLA;TSLA;TSLA;TSLA
Date;;;;;
2016-11-14 00.00.00;12,33466721;12,86666679;11,87933254;12,53333282;359790000
2016-11-21 00.00.00;13,10999966;13,149333;12,24733257;12,33600044;258336000
2016-11-28 00.00.00;12,09799957;13,28999996;12;13,03199959;325264500
2016-12-05 00.00.00;12,81200027;12,92266655;12,16733265;12,16733265;282634500
2016-12-12 00.00.00;13,49933338;13,53333282;12,74533272;12,85333347;306453000
2016-12-19 00.00.00;14,22266674;14,22999954;13,32266712;13,49933338;317496000
2016-12-26 00.00.00;14,24600029;14,92000008;14,11200047;14,32533264;275787000
2017-01-02 00.00.00;15,26733303;15,35400009;14,06400013;14,32400036;428646000
2017-01-09 00.00.00;15,85000038;15,85666656;15,03866673;15,26466656;317602500
2017-01-16 00.00.00;16,31533241;16,57866669;15,62466717;15,77999973;304846500
2017-01-23 00.00.00;16,86333275;17,23066711;16,36666679;16,38999939;340341000
2017-01-30 00.00.00;16,75533295;17,0593338;16,47333336;16,83533287;248437500
2017-02-06 00.00.00;17,94866753;18,07866669;16,70866776;16,73333359;347703000
2017-02-13 00.00.00;18,14866638;19,15933228;17,61000061;18,04933357;489856500
2017-02-20 00.00.00;17,13333321;18,89666748;16,68000031;18,36333275;562777500
2017-02-27 00.00.00;16,77133369;16,98999977;16,13400078;16,54466629;429294000
2017-03-06 00.00.00;16,24600029;16,9260006;16,20000076;16,52733231;262287000
2017-03-13 00.00.00;17,43333244;17,71666718;16,18533325;16,32133293;443722500
2017-03-20 00.00.00;17,54400063;17,65333366;16,68266678;17,37333298;353245500
2017-03-27 00.00.00;18,55333328;18,79999924;17,31666756;17,37333298;380064000
2017-04-03 00.00.00;20,1693325;20,32533264;18,97200012;19,12666702;630064500
2017-04-10 00.00.00;20,26666641;20,91533279;19,68666649;20,61000061;430866000
2017-04-17 00.00.00;20,37333298;20,61000061;19,86000061;20,18000031;325974000
2017-04-24 00.00.00;20,93799973;20,98666763;20,39066696;20,61466789;367354500
2017-05-01 00.00.00;20,55666733;21,84399986;19,38400078;20,99200058;655126500
2017-05-08 00.00.00;21,65399933;21,79999924;20,38800049;20,7266674;469500000
2017-05-15 00.00.00;20,72200012;21,34666634;20,35400009;21,22533226;432417000
2017-05-22 00.00.00;21,6760006;21,69933319;20,23200035;20,85333252;397456500
2017-05-29 00.00.00;22,65666771;22,99200058;21,71733284;21,73333359;464167500
2017-06-05 00.00.00;23,82133293;25,12466621;22,28066635;22,56666756;803881500
2017-06-12 00.00.00;24,76000023;25,61666679;23,37466621;23,86599922;784522500
2017-06-19 00.00.00;25,56333351;25,79933357;24,52000046;25;493302000
2017-06-26 00.00.00;24,10733223;25,7966671;23,60666656;25,77933311;509587500
2017-07-03 00.00.00;20,8813324;24,75666618;20,42000008;24,68266678;852802500
2017-07-10 00.00.00;21,85199928;22,20666695;20,20866776;20,86000061;749191500
2017-07-17 00.00.00;21,89333344;22,11000061;20,89666748;21,70266724;490131000
2017-07-24 00.00.00;22,33799934;23,16666794;21,75266647;22,01600075;504448500
2017-07-31 00.00.00;23,79400063;23,81800079;20,74799919;22,36666679;791004000
2017-08-07 00.00.00;23,8579998;24,66666794;23,51666641;23,82333374;481876500
2017-08-14 00.00.00;23,16399956;24,5106678;23,05333328;24,30866623;321810000
2017-08-21 00.00.00;23,2033329;23,77733231;22,12333298;23,05466652;357609000
2017-08-28 00.00.00;23,69333267;23,89599991;22,58333206;23,15200043;275593500
2017-09-04 00.00.00;22,89333344;23,69933319;22,77066612;23,58666611;231438000
2017-09-11 00.00.00;25,32066727;25,33333206;23,33333206;23,42333221;456723000
2017-09-18 00.00.00;23,40600014;25,97400093;23,3920002;25,35000038;470049000
2017-09-25 00.00.00;22,73999977;23,83133316;22,36000061;23,54333305;468738000
2017-10-02 00.00.00;23,79199982;24,00666618;22,08533287;22,83466721;481096500
2017-10-09 00.00.00;23,70466614;23,98533249;22,84466743;23,30999947;399007500
2017-10-16 00.00.00;23,00666618;24,20000076;22,95599937;23,58399963;354001500
2017-10-23 00.00.00;21,39133263;23,32999992;21,11066628;23,32533264;462544500
2017-10-30 00.00.00;20,40600014;22,17399979;19,50866699;21,27866745;706041000
2017-11-06 00.00.00;20,19933319;20,55733299;19,75333214;20,46666718;398671500
2017-11-13 00.00.00;21,00333214;21,77799988;19,9406662;20,00866699;581953500
2017-11-20 00.00.00;21,03666687;21,21533394;20,31666756;20,9193325;355060500
2017-11-27 00.00.00;20,43533325;21,33333206;20,08200073;20,88333321;403759500
2017-12-04 00.00.00;21,00866699;21,24200058;20;20,43333244;388890000
2017-12-11 00.00.00;22,89666748;23,16266632;20,91666794;20,97533226;534387000
2017-12-18 00.00.00;21,68000031;23,11533356;21,6546669;22,99333382;402840000
2017-12-25 00.00.00;20,75666618;21,59600067;20,63599968;21,58866692;257760000
2018-01-01 00.00.00;21,10533333;21,68333244;20,37866783;20,79999924;351168000
2018-01-08 00.00.00;22,41466713;22,9873333;21,03333282;21,06666756;491797500
2018-01-15 00.00.00;23,33466721;23,48666763;22,31999969;22,50266647;362278500
2018-01-22 00.00.00;22,85666656;24,03333282;22,38066673;23,29333305;423645000
2018-01-29 00.00.00;22,91666794;23,97733307;22,55200005;22,65666771;353721000
2018-02-05 00.00.00;20,69466782;23,24133301;19,65066719;22,53133392;596550000
2018-02-12 00.00.00;22,36599922;22,87466621;20,41666794;21,07533264;394413000
2018-02-19 00.00.00;23,46999931;23,66600037;22,10000038;22,29800034;300243000
2018-02-26 00.00.00;22,34133339;23,99933243;21,53133392;23,56666756;407782500
2018-03-05 00.00.00;21,8113327;22,51666641;21,44933319;22,15933228;332847000
2018-03-12 00.00.00;21,42333221;23,14733315;21,27133369;21,90733337;523189500
2018-03-19 00.00.00;20,10266685;21,49600029;20,03000069;21,10000038;447025500
2018-03-26 00.00.00;17,74200058;20,50600052;16,54733276;20,4893322;876289500
2018-04-02 00.00.00;19,9533329;20,6186676;16,30599976;17,08399963;1312447500
2018-04-09 00.00.00;20,02266693;20,63333321;19,28066635;20,02466774;654877500
2018-04-16 00.00.00;19,34933281;20,06733322;18,83399963;19,93333244;474220500
2018-04-23 00.00.00;19,60533333;19,6313324;18,43333244;19,4193325;349693500
2018-04-30 00.00.00;19,6060009;20,45666695;18,34866714;19,5739994;656185500
2018-05-07 00.00.00;20,07066727;20,86599922;19,6779995;19,83333206;460002000
2018-05-14 00.00.00;18,45466614;20,32933235;18,26666641;20,22133255;512287500
2018-05-21 00.00.00;18,59000015;19,43266678;18,22800064;18,75533295;482479500
2018-05-28 00.00.00;19,45466614;19,6673336;18,40999985;18,56733322;367506000
2018-06-04 00.00.00;21,17733383;22;19,11599922;19,62266731;781662000
2018-06-11 00.00.00;23,87800026;24,3113327;21,5;21,50066757;1002450000
2018-06-18 00.00.00;22,24200058;24,91533279;22,13333321;23,69333267;771780000
2018-06-25 00.00.00;22,86333275;23,80133247;21,71999931;22,00799942;564118500
2018-07-02 00.00.00;20,59333229;24,31866646;19,74799919;24,00466728;860764500
2018-07-09 00.00.00;21,25799942;21,8453331;20,53333282;20,79933357;503151000
2018-07-16 00.00.00;20,90533257;21,70000076;20,41666794;20,78066635;472749000
2018-07-23 00.00.00;19,81200027;20,71333313;19,50333214;20,12266731;569893500
2018-07-30 00.00.00;23,21133232;23,66666794;19,07533264;19,7266674;883378500
2018-08-06 00.00.00;23,69933319;25,8306675;22,61000061;23,03066635;1391206500
2018-08-13 00.00.00;20,36666679;24,21266747;20,23533249;24,07533264;773613000
2018-08-20 00.00.00;21,52133369;21,82133293;19,21333313;19,44666672;679056000
2018-08-27 00.00.00;20,11066628;21,49600029;19,84799957;21,20000076;611514000
2018-09-03 00.00.00;17,54933357;19,8793335;16,81666756;19,79599953;690660000
2018-09-10 00.00.00;19,68000031;19,8220005;18,06666756;18,21733284;698622000
2018-09-17 00.00.00;19,94000053;20,39866638;18,36666679;19,33600044;661948500
2018-09-24 00.00.00;17,65133286;20,99733353;17,3706665;19,89866638;889900500
2018-10-01 00.00.00;17,46333313;21,12266731;17,33333206;20,38466644;1039122000
2018-10-08 00.00.00;17,25200081;17,85066795;16,51799965;17,63466644;805765500
2018-10-15 00.00.00;17,33333206;18,84666634;16,89999962;17,27066612;587679000
2018-10-22 00.00.00;22,05999947;22,65999985;16,83933258;17,37866783;1394289000
2018-10-29 00.00.00;23,09399986;23,28000069;21,48399925;22,49799919;705676500
2018-11-05 00.00.00;23,36733246;23,83866692;22,00933266;22,70000076;512368500
2018-11-12 00.00.00;23,6206665;23,71333313;22,02266693;23,2246666;438934500
2018-11-19 00.00.00;21,72200012;24,45000076;21,7033329;23,75600052;399045000
2018-11-26 00.00.00;23,36533356;23,44000053;21,66666794;21,66666794;407817000
2018-12-03 00.00.00;23,86466789;25,29933357;23,38400078;24;541831500
2018-12-10 00.00.00;24,38066673;25,19133377;23,54133224;24;474792000
2018-12-17 00.00.00;21,31800079;24,37999916;20,79133224;24,13333321;602053500
2018-12-24 00.00.00;22,25799942;22,41600037;19,6060009;20,89999962;483556500
2018-12-31 00.00.00;21,17933273;22,61400032;19,82533264;22,51933289;484803000
2019-01-07 00.00.00;23,15066719;23,22733307;21,18333244;21,44799995;466321500
2019-01-14 00.00.00;20,15066719;23,46666718;19,98200035;22,82533264;657346500
2019-01-21 00.00.00;19,80266762;20,53333282;18,6186676;20,32133293;597877500
2019-01-28 00.00.00;20,81399918;21,07333374;19,18333244;19,52733231;632218500
2019-02-04 00.00.00;20,38666725;21,61599922;19,89999962;20,86533356;472473000
2019-02-11 00.00.00;20,5253334;21,23999977;20,06666756;20,7733326;403419000
2019-02-18 00.00.00;19,64733315;20,76933289;19,36666679;20,43733215;389404500
2019-02-25 00.00.00;19,65266609;21,33333206;19,25133324;19,86066628;897375000
2019-03-04 00.00.00;18,94266701;19,93333244;18,00666618;19,87466621;966886500
2019-03-11 00.00.00;18,36199951;19,69266701;18,29333305;18,90133286;654450000
2019-03-18 00.00.00;17,63533211;18,53666687;17,56399918;18,39999962;655237500
2019-03-25 00.00.00;18,65733337;18,6886673;16,9640007;17,31399918;586657500
2019-04-01 00.00.00;18,3306675;19,74466705;17,37266731;18,84133339;874015500
2019-04-08 00.00.00;17,84666634;18,74399948;17,70666695;18,5126667;599364000
2019-04-15 00.00.00;18,21733284;18,33333206;17,24200058;17,90866661;424714500
2019-04-22 00.00.00;15,67599964;17,97866631;15,40866661;17,93333244;1170429000
2019-04-29 00.00.00;17,00200081;17,10733223;15,4333334;15,72399998;1181244000
2019-05-06 00.00.00;15,96800041;17,22333336;15,73466682;16,66799927;612921000
2019-05-13 00.00.00;14,06866741;15,63333321;13,92800045;15,46733284;759798000
2019-05-20 00.00.00;12,7086668;13,82666683;12,41466713;13,52000046;1468485000
2019-05-27 00.00.00;12,34399986;13;12,2733326;12,74666691;609220500
2019-06-03 00.00.00;13,63333321;14,0666666;11,79933262;12,36733341;1149426000
2019-06-10 00.00.00;14,32800007;14,8920002;13,83399963;14,01666737;795565500
2019-06-17 00.00.00;14,79066658;15,649333;14,28466702;14,3653326;775099500
2019-06-24 00.00.00;14,89733315;15,14866734;14,48999977;14,88266659;504468000
2019-07-01 00.00.00;15,53999996;16,10466766;14,81466675;15,34733295;581088000
2019-07-08 00.00.00;16,33866692;16,35866737;15,15200043;15,41600037;568978500
2019-07-15 00.00.00;17,21199989;17,3306675;16,3239994;16,53333282;610812000
2019-07-22 00.00.00;15,20266724;17,73800087;14,8166666;17,25;830764500
2019-07-29 00.00.00;15,62266731;16,44533348;15,06866741;15,13933277;614347500
2019-08-05 00.00.00;15,66733265;15,98666668;15,05000019;15,30666733;398122500
2019-08-12 00.00.00;14,66266727;15,73333263;14,10333347;15,53266716;484990500
2019-08-19 00.00.00;14,09333324;15,27266693;14,0666666;14,94733334;484900500
2019-08-26 00.00.00;15,04066658;15,49600029;14,10266685;14,23999977;422905500
2019-09-02 00.00.00;15,16333294;15,31999969;14,61400032;14,9386673;340497000
2019-09-09 00.00.00;16,34666634;16,89999962;15,2626667;15,33333302;504352500
2019-09-16 00.00.00;16,04133224;16,54466629;15,87733269;16,39999962;358687500
2019-09-23 00.00.00;16,1420002;16,5806675;14,55733299;16;744895500
2019-09-30 00.00.00;15,42866707;16,39666748;14,95199966;16,20000076;611299500
2019-10-07 00.00.00;16,52599907;16,73866653;15,23666668;15,31999969;575932500
2019-10-14 00.00.00;17,12999916;17,65200043;16,47533226;16,52666664;507615000
2019-10-21 00.00.00;21,87533379;22;16,67866707;17,22200012;1119138000
2019-10-28 00.00.00;20,88733292;22,72266769;20,65333366;21,83600044;789709500
2019-11-04 00.00.00;22,47599983;22,76666641;20,61733246;20,98666763;663117000
2019-11-11 00.00.00;23,47800064;23,75533295;22,79999924;22,93000031;555601500
2019-11-18 00.00.00;22,20266724;24,07999992;22;23,52799988;627463500
2019-11-25 00.00.00;21,99600029;22,97133255;21,80666733;22,95466614;424621500
2019-12-02 00.00.00;22,39266777;22,59066772;21,81666756;21,95999908;442773000
2019-12-09 00.00.00;23,89266777;24,34733391;22,33866692;22,43933296;586260000
2019-12-16 00.00.00;27,03933334;27,53333282;24,16666794;24,17000008;1104777000
2019-12-23 00.00.00;28,69199944;29,02066612;27,33333206;27,45199966;629308500
2019-12-30 00.00.00;29,5340004;30,26666641;26,80533218;28,58600044;752740500
2020-01-06 00.00.00;31,87666702;33,25333405;29,33333206;29,36466789;1508389500
2020-01-13 00.00.00;34,03333282;36,49399948;32,79999924;32,90000153;1623726000
2020-01-20 00.00.00;37,6546669;39,6333313;35,22733307;35,34999847;1247656500
2020-01-27 00.00.00;43,37133408;43,53333282;35,95199966;36,13266754;1318846500
2020-02-03 00.00.00;49,87133408;64,59933472;44,90133286;44,91266632;3200578500
2020-02-10 00.00.00;53,33533478;54,66600037;49;53,33333206;1355883000
2020-02-17 00.00.00;60,06666565;62,98533249;55,49066544;56,10666656;1106316000
2020-02-24 00.00.00;44,53266525;57,56666565;40,76800156;55,93333435;1426024500
2020-03-02 00.00.00;46,89866638;53,79866791;45,61800003;47,4173317;1268154000
2020-03-09 00.00.00;36,44133377;44,53333282;33,46666718;40,35933304;1313100000
2020-03-16 00.00.00;28,50200081;32,99133301;23,36733246;31,29999924;1901269500
2020-03-23 00.00.00;34,29066849;37,33333206;27,36666679;28,90666771;1384957500
2020-03-30 00.00.00;32,00066757;36,19733429;29,76000023;34,01733398;1283149500
2020-04-06 00.00.00;38,20000076;38,3453331;33,19733429;34,08000183;886914000
2020-04-13 00.00.00;50,25933456;51,66333389;38,70199966;39,34400177;1656225000
2020-04-20 00.00.00;48,3433342;51,0379982;44,91933441;48,84666824;1133548500
2020-04-27 00.00.00;46,75466537;57,98799896;45,5359993;49,17399979;1696846500
2020-05-04 00.00.00;54,62799835;54,93333435;46,53333282;46,73333359;1124493000
2020-05-11 00.00.00;53,27799988;56,21933365;50,88666534;52,70066833;1135389000
2020-05-18 00.00.00;54,45866776;55,64799881;53,06666565;55,18533325;762805500
2020-05-25 00.00.00;55,66666794;55,66666794;52,33333206;55,6333313;579889500
2020-06-01 00.00.00;59,04399872;60,57733154;56,93999863;57,20000076;797313000
2020-06-08 00.00.00;62,35200119;68,49866486;60,61066818;61,26666641;1152093000
2020-06-15 00.00.00;66,72666931;67,94667053;60,56666565;61,18600082;871060500
2020-06-22 00.00.00;63,98266602;67,46666718;62,4766655;66,66333008;626950500
2020-06-29 00.00.00;80,57733154;81,8666687;63,23466873;64,60066986;847828500
2020-07-06 00.00.00;102,9766693;103,2613297;84,40266418;85,11266327;1401391500
2020-07-13 00.00.00;100,0559998;119,6660004;95,40000153;110,5999985;1536031500
2020-07-20 00.00.00;94,46666718;112,5999985;91,10266876;101,267334;1366722000
2020-07-27 00.00.00;95,38400269;104,3133316;94,19999695;95,66666412;916702500
2020-08-03 00.00.00;96,84733582;101,8273315;94,33399963;96,61333466;555912000
2020-08-10 00.00.00;110,0473328;111,253334;91;96,53333282;1064706000
2020-08-17 00.00.00;136,665329;139,6993256;111,5220032;111,8000031;1365352500
2020-08-24 00.00.00;147,5599976;154,5659943;128,5013275;141,7519989;1331041500
2020-08-31 00.00.00;139,4400024;167,4966736;124,0066681;148,2033386;1506928800
2020-09-07 00.00.00;124,2399979;132,9966736;109,9599991;118,6666641;1021738800
2020-09-14 00.00.00;147,3833313;153,9799957;124,4333344;126,9833298;1247352300
2020-09-21 00.00.00;135,7799988;151,8933258;117,0999985;151,043335;1343704200
2020-09-28 00.00.00;138,363327;149,6266632;137,1999969;141,5399933;810768000
2020-10-05 00.00.00;144,6666718;146,3333282;135,3500061;141,1166687;619030800
2020-10-12 00.00.00;146,5566711;155,3000031;145,5333405;147,3333282;568748400
2020-10-19 00.00.00;140,2100067;149;135,793335;148,7466736;522074400
2020-10-26 00.00.00;129,3466644;143,5;126,3700027;137,2100067;424631100
2020-11-02 00.00.00;143,3166656;146,6666718;130,7666626;131,3333282;436909200
2020-11-09 00.00.00;136,1666718;150,8333282;132,0099945;146,5;366303300
2020-11-16 00.00.00;163,2033386;169,5366669;134,6966705;136,3099976;784374300
2020-11-23 00.00.00;195,2533264;199,593338;167,2633362;167,8333282;571200300
2020-11-30 00.00.00;199,6799927;202,6000061;180,4033356;200,7366638;668506800
2020-12-07 00.00.00;203,3300018;218,1066742;188,7799988;201,6399994;916272300
2020-12-14 00.00.00;231,6666718;231,6666718;201,6666718;206,3333282;1252812600
2020-12-21 00.00.00;220,5899963;222,8333282;204,7433319;222,0800018;497399700
2020-12-28 00.00.00;235,2233276;239,5733337;218,3333282;224,8366699;443055900
2021-01-04 00.00.00;293,3399963;294,8299866;239,0633392;239,8200073;756413400
2021-01-11 00.00.00;275,3866577;289,3333435;267,8733215;283,1333313;626786100
2021-01-18 00.00.00;282,2133179;286,5;276,206665;279,2666626;274861500
2021-01-25 00.00.00;264,5100098;300,1333313;260,0333252;285;459023400
2021-02-01 00.00.00;284,0766602;293,5;265,186676;271,4299927;307381200
2021-02-08 00.00.00;272,0400085;292,5899963;261,7766724;289,8900146;350779800
2021-02-15 00.00.00;260,4333191;273,6666565;254,0033264;272,6666565;248142600
2021-02-22 00.00.00;225,1666718;256,1666565;206,3333282;254,2133331;662270100
2021-03-01 00.00.00;199,3166656;240,3699951;179,8300018;230,0366669;709177200
2021-03-08 00.00.00;231,2433319;239,2833405;186,2633362;200,1833344;749261100
2021-03-15 00.00.00;218,2899933;237,7266693;208,206665;231,363327;534067800
2021-03-22 00.00.00;206,2366638;233,206665;199,9633331;228,1966705;530631000
2021-03-29 00.00.00;220,5833282;230,8066711;197,0033264;205,2133331;410115300
2021-04-05 00.00.00;225,6733398;236,0533295;222,613327;235,9033356;425356200
2021-04-12 00.00.00;246,593338;260,2633362;227,363327;228,5666656;535902900
2021-04-19 00.00.00;243,1333313;251,2566681;230,6000061;239,8666687;511413000
2021-04-26 00.00.00;236,4799957;249,7666626;222,0466614;247;457051800
2021-05-03 00.00.00;224,1233368;235,3333282;216,6666718;234,6000061;389814300
2021-05-10 00.00.00;196,5800018;221,6833344;186,5500031;221,6333313;567827100
2021-05-17 00.00.00;193,6266632;198,8933258;182,3266602;191,8500061;496953300
2021-05-24 00.00.00;208,406662;211,863327;191,2166595;193,8666687;420932700
2021-05-31 00.00.00;199,6833344;211,2666626;190,406662;209,2666626;286609500
2021-06-07 00.00.00;203,2966614;207,6966705;194,293335;197,2766724;315919800
2021-06-14 00.00.00;207,7700043;209,4499969;197,8333282;204,0766602;322783500
2021-06-21 00.00.00;223,956665;232,5399933;202,9600067;208,1600037;460649700
2021-06-28 00.00.00;226,3000031;233,3333282;223,4400024;223,8800049;310870200
2021-07-05 00.00.00;218,9833374;228;206,8200073;227,2366638;248970900
2021-07-12 00.00.00;214,7400055;231,093338;212,6266632;220,7333374;315344700
2021-07-19 00.00.00;214,4600067;221,6199951;207,0966644;209,9633331;241344300
2021-07-26 00.00.00;229,0666656;232,5099945;209,0800018;216,9900055;402622500
2021-08-02 00.00.00;233,0333405;242,3133392;232,543335;233,3333282;302343900
2021-08-09 00.00.00;239,0566711;243,3000031;233,1333313;236,7233276;216416400
2021-08-16 00.00.00;226,7533264;236,5;216,2799988;235,0233307;287710500
2021-08-23 00.00.00;237,3066711;238,9900055;226,9166718;228,4799957;219125100
2021-08-30 00.00.00;244,5233307;247,3300018;237,5766602;238,2400055;242061900
2021-09-06 00.00.00;245,4233398;254,8166656;244,8399963;246,6666718;204284100
2021-09-13 00.00.00;253,1633301;253,6799927;236,2833405;246,7366638;296888100
2021-09-20 00.00.00;258,1300049;258,2666626;239,5399933;244,8533325;268605600
2021-09-27 00.00.00;258,4066772;266,3333435;254,5299988;257,706665;328147200
2021-10-04 00.00.00;261,8299866;268,9899902;257,7399902;265,5;298449300
2021-10-11 00.00.00;281,0100098;281,0700073;261,8333435;262,5499878;244536600
2021-10-18 00.00.00;303,2266541;303,3333435;283,8233337;283,9299927;329948100
2021-10-25 00.00.00;371,3333435;371,7366638;314,7333374;316,8433228;662775600
2021-11-01 00.00.00;407,3633423;414,4966736;372,8866577;381,6666565;541323600
2021-11-08 00.00.00;344,4733276;399;329,1033325;383,2633362;549971700
2021-11-15 00.00.00;379,019989;379,5733337;326,2000122;339,2099915;405913800
2021-11-22 00.00.00;360,6400146;400,6499939;354;387,4433289;310455900
2021-11-29 00.00.00;338,3233337;390,9466553;333,4033203;366,9966736;373556700
2021-12-06 00.00.00;339,0100098;357,4599915;316,8333435;333,8366699;298756800
2021-12-13 00.00.00;310,8566589;335;303,0133362;333,6966553;407779800
2021-12-20 00.00.00;355,6666565;357,6600037;295,3733215;303,5666809;314345400
2021-12-27 00.00.00;352,2600098;373;351,0499878;357,8900146;275398500
2022-01-03 00.00.00;342,3200073;402,6666565;336,6666565;382,5833435;458800800
2022-01-10 00.00.00;349,8699951;371,8666687;326,6666565;333,3333435;411751500
2022-01-17 00.00.00;314,6333313;356,9299927;313,5;342,2033386;316090500
2022-01-24 00.00.00;282,1166687;329,230011;264,0033264;301,5866699;624927600
2022-01-31 00.00.00;307,7733459;314,5666809;287,3500061;290,9033203;396848100
2022-02-07 00.00.00;286,6666565;315,9233398;283,5666809;307,9299927;309755700
2022-02-14 00.00.00;285,6600037;308,8099976;279,2033386;287,1900024;300017100
2022-02-21 00.00.00;269,956665;285,5766602;233,3333282;278,043335;389934900
2022-02-28 00.00.00;279,4299927;296,6266785;271,5700073;271,6700134;377040300
2022-03-07 00.00.00;265,1166687;288,7133179;260,7233276;285,4333191;337762800
2022-03-14 00.00.00;301,7966614;302,6166687;252,0133362;260,2033386;389019300
2022-03-21 00.00.00;336,8800049;346,8999939;302,3633423;304,9933472;439478700
2022-03-28 00.00.00;361,5299988;371,5899963;351,2000122;355,0333252;339241800
2022-04-04 00.00.00;341,8299866;384,2900085;340,5133362;363,1266785;385920300
2022-04-11 00.00.00;328,3333435;342,0799866;324,3666687;326,7999878;238876500
2022-04-18 00.00.00;335,0166626;364,0733337;324,4700012;329,6766663;347387100
2022-04-25 00.00.00;290,2533264;336,206665;273,8999939;326,3233337;494512800
2022-05-02 00.00.00;288,5499878;318,5;281,0366821;286,9233398;386556900
2022-05-09 00.00.00;256,5299988;281,8766785;226,6666718;278,8166809;504900300
2022-05-16 00.00.00;221,3000031;256,5866699;211;255,7200012;489416400
2022-05-23 00.00.00;253,2100067;253,2666626;206,8566742;218,3399963;465433500
2022-05-30 00.00.00;234,5166626;264,2099915;233,4166718;257,9466553;385029300
2022-06-06 00.00.00;232,2299957;255,5466614;227,9133301;244,3533325;427251600
2022-06-13 00.00.00;216,7599945;235,6633301;208,6933289;223,1666718;519920400
2022-06-20 00.00.00;245,706665;246,8333282;224,3333282;224,6033325;423873900
2022-06-27 00.00.00;227,2633362;252,0700073;218,863327;249,3666687;431527500
2022-07-04 00.00.00;250,7633362;254,9799957;216,1666718;223;340219500
2022-07-11 00.00.00;240,0666656;253,0633392;225,0333405;252,1033325;433367100
2022-07-18 00.00.00;272,2433472;280,7866821;236,9766693;244,9366608;497796900
2022-07-25 00.00.00;297,1499939;298,3200073;256,2633362;272,2166748;399040200
2022-08-01 00.00.00;288,1700134;313,6066589;285,543335;301,2766724;478140600
2022-08-08 00.00.00;300,0299988;305,2000122;279,3533325;295;429969600
2022-08-15 00.00.00;296,6666565;314,6666565;292,5;301,7866821;355157400
2022-08-22 00.00.00;288,0899963;303,6466675;286,2966614;291,9133301;287481800
2022-08-29 00.00.00;270,2099915;288,480011;266,1499939;282,8299866;249690900
2022-09-05 00.00.00;299,6799927;299,8500061;265,7399902;272,6799927;213940100
2022-09-12 00.00.00;303,3500061;309,1199951;290,3999939;300,7200012;341416200
2022-09-19 00.00.00;275,3299866;313,7999878;272,8200073;300,0899963;318723500
2022-09-26 00.00.00;265,25;289;262,4700012;271,8299866;320014100
2022-10-03 00.00.00;223,0700073;257,5;222,0200043;254,5;448139900
2022-10-10 00.00.00;204,9900055;226,9900055;204,1600037;223,9299927;397406400
2022-10-17 00.00.00;214,4400024;229,8200073;202;210,0399933;415404100
2022-10-24 00.00.00;228,5200043;233,8099976;198,5899963;205,8200073;412758400
2022-10-31 00.00.00;207,4700012;237,3999939;203,0800018;226,1900024;342474400
2022-11-07 00.00.00;195,9700012;208,8999939;177,1199951;208,6499939;596889200
2022-11-14 00.00.00;180,1900024;200,8200073;176,5500031;192,7700043;390472900
2022-11-21 00.00.00;182,8600006;185,1999969;166,1900024;175,8500061;331544400
2022-11-28 00.00.00;194,8600006;198,9199982;178,75;179,9600067;439140800
2022-12-05 00.00.00;179,0500031;191,2700043;169,0599976;189,4400024;471983600
2022-12-12 00.00.00;150,2299957;177,3699951;150,0399933;176,1000061;687706200
2022-12-19 00.00.00;123,1500015;155,25;121,0199966;154;821451300
2022-12-26 00.00.00;123,1800003;124,4800034;108,2399979;117,5;809414500
2023-01-02 00.00.00;113,0599976;118,8000031;101,8099976;118,4700012;790689200
2023-01-09 00.00.00;122,4000015;125,9499969;114,9199982;118,9599991;891852300
2023-01-16 00.00.00;133,4199982;136,6799927;124,3099976;125,6999969;691307300
2023-01-23 00.00.00;177,8999939;180,6799927;134,2700043;135,8699951;1095958300
2023-01-30 00.00.00;189,9799957;199;162,7799988;178,0500031;1091608900
2023-02-06 00.00.00;196,8899994;214;189,5500031;193,0099945;973057500
2023-02-13 00.00.00;208,3099976;217,6499939;187,6100006;194,4199982;1013262600
2023-02-20 00.00.00;196,8800049;209,7100067;191,7799988;204,9900055;660435200
2023-02-27 00.00.00;197,7899933;211,2299957;186,0099945;202,0299988;806720000
2023-03-06 00.00.00;173,4400024;198,6000061;168,4400024;198,5399933;789636400
2023-03-13 00.00.00;180,1300049;186,2200012;163,9100037;167,4600067;711837700
2023-03-20 00.00.00;190,4100037;200,6600037;176,3500061;178,0800018;693958500
2023-03-27 00.00.00;207,4600067;207,7899933;185,4299927;194,4199982;623640500
2023-04-03 00.00.00;185,0599976;202,6900024;179,7400055;199,9100037;553750100
2023-04-10 00.00.00;185;191,5800018;176,1100006;179,9400024;617553500
2023-04-17 00.00.00;165,0800018;189,6900024;160,5599976;186,3200073;668971700
2023-04-24 00.00.00;164,3099976;165,6499939;152,3699951;164,6499939;664901000
2023-05-01 00.00.00;170,0599976;170,7899933;158,8300018;163,1699982;559718500
2023-05-08 00.00.00;167,9799957;177,3800049;166,5599976;173,7200012;582794600
2023-05-15 00.00.00;180,1399994;181,9499969;164,3500061;167,6600037;575071900
2023-05-22 00.00.00;193,1699982;198,6000061;178,2200012;180,6999969;685490800
2023-05-29 00.00.00;213,9700012;217,25;195,1199951;200,1000061;591958700
2023-06-05 00.00.00;244,3999939;252,4199982;212,5299988;217,8000031;848497600
